,word,average/std,percent_std,rating,word_count,divisor,percent,type,normilization_divisor,normilized_percent,mean,median,mode,zeros,total_word_count,percent_average
62953,plundered,0.3758350243198437,8.980640926731413e-05,,,,,1,0.0003375239401105884,0.0,4.5176108160842645,11,4,7,11.0,3375.2394011058846
62964,well-presented,0.743189509907101,9.016573351673567e-06,,,,,1,6.701022730271706e-05,0.0,8.790852047256505,11,8,8,11.0,670.1022730271706
62975,basari,0.5763625831881357,3.2002168789669534e-05,,,,,1,0.00018444852671236663,0.0,5.874735522427207,11,5,6,11.0,1844.4852671236667
62986,beefing,0.8920639114503405,1.062398786081128e-05,,,,,1,9.477276166316247e-05,0.0,9.153378189117195,11,11,6,11.0,947.7276166316248
62997,lifes,0.40214140731123815,0.00010260469402256805,,,,,1,0.00041261596050974495,0.0,3.87457599569861,11,3,8,11.0,4126.1596050974495
63008,flavoring,0.9228569167972792,8.49046677749442e-06,,,,,1,7.835485992448232e-05,0.0,7.653055859799771,11,8,7,11.0,783.5485992448234
63019,charitable,0.8717169247536241,3.8177545907758835e-05,,,,,1,0.00033280012913351824,0.0,4.499356684345332,11,3,7,11.0,3328.0012913351834
63030,teachinglearning,1.1098023767925305,7.874467720256022e-06,,,,,1,8.739102991916195e-05,0.0,8.243936636311561,11,6,7,11.0,873.9102991916193
63041,urlhttpboardgamegeekcomtag6puservroenis6,0.5849731331154979,9.479308131579615e-06,,,,,1,5.545140577497344e-05,0.0,8.680580590368551,11,8,8,11.0,554.5140577497345
63052,chump,0.9772019242846748,1.7251098569309173e-05,,,,,1,0.00016857806717953525,0.0,6.092339518138763,11,4,8,11.0,1685.7806717953526
63063,tile-,0.5303831386235947,3.702176319479289e-05,,,,,1,0.00019635718960633728,0.0,4.822875472837361,11,3,9,11.0,1963.571896063373
63074,photographic,1.162570570709207,7.833752231744707e-06,,,,,1,9.107289802853971e-05,0.0,8.30251943690854,11,6,6,11.0,910.728980285397
63085,playcount,0.6902593901385322,2.5648668670573968e-05,,,,,1,0.0001770423439441566,0.0,7.884243867995144,11,11,7,11.0,1770.4234394415669
63096,agin,0.6729155354431405,3.293311057252033e-05,,,,,1,0.00022161201734715672,0.0,4.952915791334851,11,3,8,11.0,2216.1201734715673
63107,uhhh,0.6711498508690821,3.787473749479605e-05,,,,,1,0.00025419624421338,0.0,5.559535224023131,11,4,6,11.0,2541.9624421338
63118,gameespecially,0.5587307088415358,3.333765508138644e-05,,,,,1,0.00018626771654737671,0.0,5.389143763697306,11,3,7,11.0,1862.6771654737674
63129,oppenent,0.696573157125584,9.787970719347026e-06,,,,,1,6.818037665828333e-05,0.0,8.959702105423935,11,10,7,11.0,681.8037665828333
63140,050,0.5654226048810275,3.318934867277027e-05,,,,,1,0.00018766007980862442,0.0,5.279319027177954,11,3,6,11.0,1876.6007980862441
63151,ski,0.5003006192549494,7.414374253818148e-05,,,,,1,0.0003709416030573173,0.0,3.451926514289842,11,2,6,11.0,3709.4160305731734
63162,give-away,0.8866476598211204,1.840029870105357e-05,,,,,1,0.0001631458178329875,0.0,6.123103231090271,11,4,8,11.0,1631.458178329875
63173,3-4b,0.6215951301291273,1.7424056409645246e-05,,,,,1,0.00010830708611330692,0.0,9.582012221184602,11,11,8,11.0,1083.0708611330692
63184,microbadge15796,0.7362177833631067,9.530319175376669e-06,,,,,1,7.016390458038722e-05,0.0,7.716271620808669,11,9,8,11.0,701.6390458038722
63195,maestro,0.9315944650896384,9.590926166325027e-06,,,,,1,8.934853731631778e-05,0.0,7.916865791961643,11,7,7,11.0,893.4853731631778
63206,straitforward,0.9804495792954964,9.664420092464488e-06,,,,,1,9.475476613791748e-05,0.0,8.356549555797411,11,10,7,11.0,947.5476613791749
63217,re-entry,0.7397520013951104,1.3577274208819468e-05,,,,,1,0.00010043815769464417,0.0,8.300701873799538,11,6,6,11.0,1004.3815769464414
63228,dutrait,0.7690980432166343,8.937038472685112e-06,,,,,1,6.873458801493898e-05,0.0,9.279914810120887,11,8,7,11.0,687.3458801493898
63239,waitresses,0.9846564308493424,9.908879677020951e-06,,,,,1,9.756842096491035e-05,0.0,8.346182677293129,11,7,7,11.0,975.6842096491033
63250,unnerving,0.7167956258712648,1.9425228033816345e-05,,,,,1,0.00013923918486191426,0.0,5.955756809397133,11,4,7,11.0,1392.3918486191426
63261,not-so-fun,0.4466663901144271,4.930789507592764e-05,,,,,1,0.0002202417949770553,0.0,5.456700214656443,11,5,7,11.0,2202.4179497705527
63272,gwen,0.8634241895410569,1.1498133410594772e-05,,,,,1,9.927766521277739e-05,0.0,6.7383664679980475,11,5,8,11.0,992.7766521277739
63283,browncoats,0.6502757318206429,9.39904514272453e-06,,,,,1,6.111970958600453e-05,0.0,9.042355906905648,11,10,7,11.0,611.1970958600452
63294,pertain,1.1656099189936997,7.426481997386838e-06,,,,,1,8.656381079382239e-05,0.0,8.474355714960886,11,6,7,11.0,865.6381079382243
63305,mid-90s,0.7053331995808967,3.346821634135548e-05,,,,,1,0.00023606244116313913,0.0,4.959813824905363,11,3,8,11.0,2360.6244116313906
63316,four-five,0.908285019821606,1.2178365867639773e-05,,,,,1,0.00011061427283483955,0.0,7.337216166956092,11,5,8,11.0,1106.1427283483956
63327,1967,0.9652403226191172,1.330276321046743e-05,,,,,1,0.00012840363452997302,0.0,6.896720985045147,11,6,6,11.0,1284.03634529973
63338,yoda,0.5930535423274377,3.4311220586985565e-05,,,,,1,0.00020348390910689894,0.0,5.945535420417095,11,3,6,11.0,2034.8390910689886
63349,propelled,0.957194831459934,1.0929661529656483e-05,,,,,1,0.00010461815525793665,0.0,8.597823948765821,11,11,6,11.0,1046.1815525793663
63360,123106,0.7106434972734622,9.549988847141797e-06,,,,,1,6.786637473255407e-05,0.0,9.204317999241344,11,9,9,11.0,678.6637473255408
63371,12-year,0.9711723771446809,1.1563217314054822e-05,,,,,1,0.00011229877246331152,0.0,7.467728688548723,11,5,8,11.0,1122.987724633115
63382,159,0.7925463345383409,8.530012290385806e-06,,,,,1,6.760429974312268e-05,0.0,9.434465660191174,11,9,7,11.0,676.0429974312268
63393,multicolored,0.6938993162435001,1.417320232266738e-05,,,,,1,9.834775400679684e-05,0.0,9.268068027864597,11,11,7,11.0,983.4775400679683
63404,pies,0.6809456789391954,4.472363044024804e-05,,,,,1,0.0003045436289476037,0.0,4.420499004147107,11,4,6,11.0,3045.436289476037
63415,snail,0.6022835719938653,3.0646312467075995e-05,,,,,1,0.00018457770541110657,0.0,6.14993178968248,11,5,8,11.0,1845.7770541110651
63426,riots,0.4999568682785682,7.32914757207182e-05,,,,,1,0.0003664257667284499,0.0,4.109808450658402,11,2,7,11.0,3664.257667284498
63437,ballroom,0.5696821157398906,1.6174669007888863e-05,,,,,1,9.214419661806566e-05,0.0,7.099669192745333,11,7,7,11.0,921.4419661806567
63448,grandest,0.8406609728570772,1.2950637398290581e-05,,,,,1,0.00010887095434366207,0.0,8.467235749572994,11,5,7,11.0,1088.7095434366208
63459,cw,0.7376899484715831,1.7292558050035327e-05,,,,,1,0.00012756546256872419,0.0,6.756663407398644,11,4,7,11.0,1275.654625687242
63470,buckeye,0.5471511120236536,3.374228786880716e-05,,,,,1,0.00018462130329640068,0.0,4.864129411350004,11,3,7,11.0,1846.2130329640072
63481,nerve-wrecking,0.5952415502478158,1.634418634855378e-05,,,,,1,9.72873881965234e-05,0.0,10.139854366469379,11,11,7,11.0,972.8738819652341
63492,half-hearted,0.8379911313741251,1.1848559033646198e-05,,,,,1,9.928987389758287e-05,0.0,7.634197390850341,11,6,6,11.0,992.8987389758287
63503,esteban,0.6730155019393377,1.4494385776384006e-05,,,,,1,9.754946318595478e-05,0.0,9.977842689280974,11,11,7,11.0,975.4946318595478
63514,4-0,0.5925173053796287,1.7127343384593828e-05,,,,,1,0.00010148247350551145,0.0,10.078880857193296,11,11,7,11.0,1014.8247350551143
63525,7-11,0.7464925874942179,2.185778451493365e-05,,,,,1,0.0001631667411944387,0.0,7.620760700361554,11,5,6,11.0,1631.6674119443871
63536,cylinder,0.7494003623301909,1.8044857445842707e-05,,,,,1,0.00013522822708111166,0.0,6.188098773784318,11,4,7,11.0,1352.2822708111166
63547,grandpappy,0.4904929954465926,2.9632281981390942e-05,,,,,1,0.00014534426750970536,0.0,6.190094468483799,11,5,6,11.0,1453.4426750970533
63558,pearson,0.7501094448202743,1.3914512944008884e-05,,,,,1,0.00010437407579375025,0.0,9.468857604732104,11,11,7,11.0,1043.7407579375024
63569,tutoring,0.7858030723345656,2.536606375073867e-05,,,,,1,0.00019932730828364892,0.0,6.458507298693512,11,5,7,11.0,1993.2730828364881
63580,spills,0.756707508391005,1.8277603461932925e-05,,,,,1,0.00013830799775038072,0.0,6.910771601389644,11,4,7,11.0,1383.0799775038076
63591,ivory,0.7877278026963,1.5437975620001458e-05,,,,,1,0.00012160922613222804,0.0,8.51326208651578,11,11,6,11.0,1216.0922613222806
63602,-components,0.7022798425410623,1.4831678282390915e-05,,,,,1,0.00010415988688777188,0.0,8.555633236257508,11,10,7,11.0,1041.5988688777186
63613,indefinite,0.4905457209730705,7.274194072873265e-05,,,,,1,0.00035683247759756514,0.0,3.511656154894373,11,2,8,11.0,3568.324775975652
63624,cardset,0.9811743916830664,1.0811152247223443e-05,,,,,1,0.00010607625729562477,0.0,6.979184186634757,11,5,7,11.0,1060.7625729562478
63635,mutiple,0.9367246494177836,1.4731855700245425e-05,,,,,1,0.00013799692366085772,0.0,8.249682362735985,11,11,8,11.0,1379.9692366085771
63646,caylus-style,0.521767505813971,3.37488102535099e-05,,,,,1,0.0001760903255016283,0.0,5.167494288767266,11,3,8,11.0,1760.903255016283
63657,double-thinking,0.6312487428384095,1.7262471684210718e-05,,,,,1,0.00010896913548941654,0.0,7.5414323521514905,11,6,8,11.0,1089.6913548941657
63668,scrolling,0.6306107184790051,1.6490978595845552e-05,,,,,1,0.00010399387860748054,0.0,6.597097856105234,11,7,8,11.0,1039.9387860748054
63679,exploitative,0.6253660708621578,7.267045584181442e-05,,,,,1,0.0004544563743755742,0.0,3.6713956368287866,11,2,7,11.0,4544.5637437557425
63690,wills,0.8584997443044032,1.0973517249394846e-05,,,,,1,9.420761752725434e-05,0.0,9.208072700057611,11,11,7,11.0,942.0761752725433
63701,warmachine,0.7668675798257234,1.8223259246856822e-05,,,,,1,0.0001397482671517383,0.0,6.412538667571028,11,6,7,11.0,1397.4826715173824
63712,diffuse,0.5201244249908039,6.803694197463398e-05,,,,,1,0.00035387675322689187,0.0,4.352211820924109,11,3,6,11.0,3538.7675322689192
63723,blaster,0.7423002788493609,2.3923476526162328e-05,,,,,1,0.00017758403296416438,0.0,5.5361372354241505,11,5,6,11.0,1775.8403296416438
63734,party's,0.7737385870451433,1.198328645254784e-05,,,,,1,9.271931127951573e-05,0.0,9.296187448402748,11,11,6,11.0,927.1931127951575
63745,hound,0.7610043050899483,9.881834063727617e-06,,,,,1,7.520118264681214e-05,0.0,8.607941328283555,11,8,8,11.0,752.0118264681215
63756,enslaved,0.6582824206301594,1.7716389097928435e-05,,,,,1,0.00011662387500210097,0.0,7.963433830132417,11,6,7,11.0,1166.2387500210095
63767,pushover,0.9243288532874548,8.013478548414492e-06,,,,,1,7.407089437499584e-05,0.0,8.738745449523979,11,8,7,11.0,740.7089437499585
63778,trickiness,0.8080035083934415,8.781418603318303e-06,,,,,1,7.095417040152623e-05,0.0,8.61991104001919,11,8,7,11.0,709.5417040152623
63789,baggy,0.4670006656297819,6.771995155142874e-05,,,,,1,0.0003162526245093381,0.0,4.168627540315318,11,3,7,11.0,3162.5262450933806
63800,itty,1.1113889590751866,1.825362238532259e-05,,,,,1,0.000202868743821752,0.0,6.893536358029824,11,4,5,17.0,2028.68743821752
63811,fav's,0.7824147464175875,1.9391609588826026e-05,,,,,1,0.0001517228129907017,0.0,9.530917900042361,11,11,7,17.0,1517.2281299070169
63822,outgrow,0.8075624465539746,3.609474887207506e-05,,,,,1,0.00029148763706884245,0.0,5.568425271750424,11,4,5,17.0,2914.876370688425
63833,studio,0.9203322757691472,3.361918332199892e-05,,,,,1,0.00030940819496235426,0.0,5.35457434995925,11,3,7,17.0,3094.081949623541
63844,easly,0.8083279883101401,3.953308260716067e-05,,,,,1,0.0003195569713554476,0.0,6.423190530400216,11,3,7,17.0,3195.569713554477
63855,deja,0.6046101697548321,5.1861513035786824e-05,,,,,1,0.00031355998200309504,0.0,5.8056089862266,11,4,4,17.0,3135.5998200309505
63866,6pl,0.5726357462838253,7.225828020166551e-05,,,,,1,0.0004137767420846649,0.0,4.4589284474510835,11,2,5,17.0,4137.76742084665
63877,brügge,0.4469478444402363,0.00014769525988403277,,,,,1,0.0006601207803920895,0.0,3.210244850710873,11,2,6,17.0,6601.207803920893
63888,“take,1.0000454701910235,2.575118017913433e-05,,,,,1,0.0002575235109021615,0.0,5.789444859017819,11,5,5,17.0,2575.2351090216152
63899,board-gamers,0.930263982717534,1.8306756766388918e-05,,,,,1,0.00017030116460142115,0.0,8.656732642189645,11,11,5,17.0,1703.0116460142117
63910,battlemist,0.6094239002968912,6.426823175945236e-05,,,,,1,0.00039166596464029996,0.0,5.353189849541589,11,5,7,17.0,3916.6596464029994
63921,farmville,0.5191792351391222,7.264000788166485e-05,,,,,1,0.00037713183732502567,0.0,4.141421097789364,11,2,6,17.0,3771.318373250257
63932,usagé,0.5831050866169641,1.6130021574131445e-05,,,,,1,9.405497627117414e-05,0.0,9.078511443293513,11,9,8,17.0,940.5497627117414
63943,stupidest,0.5534655813774337,0.00022222170391017671,,,,,1,0.0012299206454932992,0.0,2.8096932669993326,11,2,3,17.0,12299.206454932992
63954,ravaging,0.6022832107810749,7.166688388677634e-05,,,,,1,0.00043163760934002143,0.0,3.9287998449849018,11,2,7,17.0,4316.376093400214
63965,solitaires,0.7937509151278936,1.989426875026557e-05,,,,,1,0.00015791094026323558,0.0,7.336843428143945,11,5,6,17.0,1579.1094026323558
63976,maxes,0.9892847500821697,2.0203468048676293e-05,,,,,1,0.00019986982839327827,0.0,6.642051714400207,11,4,8,17.0,1998.6982839327827
63987,supplemented,0.9097352749474628,1.8077427877549123e-05,,,,,1,0.00016445673820525083,0.0,7.073424209508768,11,4,6,17.0,1644.567382052508
63998,bins,0.895909275283889,2.0781207125196758e-05,,,,,1,0.0001861807621505942,0.0,7.195028523537503,11,5,6,17.0,1861.807621505942
64009,appriciate,0.8752842161360971,1.3804151486350421e-05,,,,,1,0.00012082555913154168,0.0,8.74241891433291,11,7,6,17.0,1208.2555913154167
64020,underdark,0.9181699347554579,1.1470947862504362e-05,,,,,1,0.0001053227945049889,0.0,8.792393116211338,11,8,6,17.0,1053.2279450498895
64031,wandered,1.0000117116315048,1.2914789823373449e-05,,,,,1,0.0001291494107663282,0.0,8.129013406065598,11,6,6,17.0,1291.4941076632826
64042,dom,0.9758105327877306,1.2558782235487719e-05,,,,,1,0.0001225499198437636,0.0,9.017401091012232,11,11,5,17.0,1225.4991984376359
64053,award-winning,1.2249533232297685,1.836266262567437e-05,,,,,1,0.00022493404606666886,0.0,6.921442715787035,11,4,6,17.0,2249.340460666689
64064,incomevp,0.7530666351405239,3.3737289528881805e-05,,,,,1,0.0002540642710427665,0.0,6.151492624708077,11,3,5,17.0,2540.6427104276654
64075,withdrawal,0.5581515777254727,7.288558059025459e-05,,,,,1,0.000406812017998877,0.0,4.438000047659607,11,2,5,17.0,4068.1201799887704
64086,dat,0.5541649292710035,7.216086139285063e-05,,,,,1,0.00039989018649903764,0.0,4.140729272823932,11,2,6,17.0,3998.9018649903746
64097,senario,0.7788391280912679,3.235195492647229e-05,,,,,1,0.0002519696836698168,0.0,5.633921188472106,11,3,6,17.0,2519.696836698168
64108,opting,0.8054459801380015,2.400971176983007e-05,,,,,1,0.00019338525829281692,0.0,6.754030520852377,11,5,5,17.0,1933.8525829281693
64119,salad',0.7662314057214185,1.3675578668681695e-05,,,,,1,0.00010478657867357824,0.0,9.302070927223651,11,9,7,17.0,1047.8657867357824
64130,archaeologists,1.233796381206741,1.2113191882042545e-05,,,,,1,0.0001494521230892696,0.0,7.539708182521033,11,8,6,17.0,1494.521230892696
64141,graspable,1.0117988218289706,1.9053343882489896e-05,,,,,1,0.00019278150892205502,0.0,6.933274145080512,11,4,6,17.0,1927.81508922055
64152,substitution,0.5639954742099379,7.172100845074856e-05,,,,,1,0.000404503241719949,0.0,3.8689062851439324,11,2,5,17.0,4045.03241719949
64163,socialise,0.7144914416714615,7.039068217077436e-05,,,,,1,0.000502935399844342,0.0,4.227748216591127,11,2,4,17.0,5029.35399844342
64174,argent,0.9962509326457204,1.636027129090022e-05,,,,,1,0.00016298935531896346,0.0,8.603223087381181,11,11,5,17.0,1629.8935531896343
64185,singled,0.6741238548317978,3.52777879512367e-05,,,,,1,0.00023781598403626434,0.0,5.901666725683639,11,4,5,17.0,2378.159840362644
64196,hand-made,0.8256835146416676,1.5157064849367954e-05,,,,,1,0.0001251493857647781,0.0,8.233626313542826,11,10,7,17.0,1251.493857647781
64207,aggravate,1.2232530752104165,1.1824206261095684e-05,,,,,1,0.00014463996670807552,0.0,7.543532748813881,11,5,7,17.0,1446.399667080755
64218,asinine,0.6135183718521224,6.950289175533654e-05,,,,,1,0.00042641300988748373,0.0,4.436215310912939,11,3,5,17.0,4264.130098874836
64229,travelled,0.7119419989757554,3.110759290961069e-05,,,,,1,0.00022146801879392266,0.0,7.545888799488069,11,5,4,17.0,2214.680187939227
64240,2-13,1.1282944049804828,1.0615422516700605e-05,,,,,1,0.00011977321832097128,0.0,8.34276248352582,11,8,6,17.0,1197.732183209713
64251,euro-ameritrash,0.8051990722414073,3.3161421198421806e-05,,,,,1,0.0002670154558317578,0.0,6.207487160309078,11,3,4,17.0,2670.1545583175784
64262,bowed,0.8574343694672162,1.4568267350644244e-05,,,,,1,0.00012491333130029478,0.0,7.903028695281396,11,6,5,17.0,1249.1333130029475
64273,2832016,1.0678043670590585,1.5030251937121127e-05,,,,,1,0.0001604936865645581,0.0,7.004857680574565,11,6,5,17.0,1604.9368656455813
64284,dipping,0.6161081012860471,1.8391177008081594e-05,,,,,1,0.00011330953146864754,0.0,9.662583080806016,11,10,7,17.0,1133.0953146864758
64295,woeful,0.7199712914089832,0.00011313216789867051,,,,,1,0.0008145191302190371,0.0,3.489857237248416,11,3,5,17.0,8145.191302190371
64306,rationally,0.8254606793532059,4.319500315218479e-05,,,,,1,0.00035655776646666327,0.0,5.521956027450885,11,4,5,17.0,3565.577664666633
64317,truthful,0.715742530322365,3.264085461552893e-05,,,,,1,0.00023362447874403125,0.0,5.6908570043129325,11,3,6,17.0,2336.2447874403133
64328,boomer,1.0198979986761147,1.4182217298292008e-05,,,,,1,0.00014464415039317793,0.0,9.071780246004355,11,11,5,17.0,1446.4415039317794
64339,aftermath,1.0991005855387397,1.846590772839232e-05,,,,,1,0.0002029588999678034,0.0,7.048150159260906,11,4,4,17.0,2029.5889996780343
64350,permitting,0.6286021178678627,2.2105698478158988e-05,,,,,1,0.00013895688880319126,0.0,10.074156964468308,11,11,6,17.0,1389.568888031913
64361,208,0.8135133043757854,2.3413993729416917e-05,,,,,1,0.00019047595407451878,0.0,8.147597540098973,11,4,6,17.0,1904.759540745188
64372,rattles,0.6415552463037585,3.372606398699181e-05,,,,,1,0.00021637133288030847,0.0,5.57776070257451,11,3,6,17.0,2163.713328803085
64383,fiddy,0.7218460459591545,4.016604642683666e-05,,,,,1,0.0002899370179502386,0.0,6.281644808596057,11,5,6,17.0,2899.3701795023862
64394,city-builder,0.8355969219504603,1.517656710825138e-05,,,,,1,0.0001268149276142945,0.0,9.592392360264725,11,11,6,17.0,1268.1492761429456
64405,showmanager,1.0184613228776669,2.0780740154443012e-05,,,,,1,0.00021164380108071082,0.0,6.131738488163884,11,4,6,17.0,2116.4380108071086
64416,1950's,0.599905204881282,6.599560504851711e-05,,,,,1,0.00039591106967894825,0.0,5.047305380738282,11,3,5,17.0,3959.110696789481
64427,rulewise,1.192987807751007,1.5679046931574038e-05,,,,,1,0.0001870491182652367,0.0,7.827846580436735,11,11,4,17.0,1870.4911826523667
64438,collision,0.8212508189303835,1.5717762500401153e-05,,,,,1,0.00012908225325207722,0.0,7.502978395812892,11,8,6,17.0,1290.822532520772
64449,habitable,0.6451534913403202,2.2457797957916552e-05,,,,,1,0.00014488726760365374,0.0,10.063289574187351,11,11,7,17.0,1448.8726760365375
64460,offbeat,1.1495088225390857,1.223966452893252e-05,,,,,1,0.00014069602360926637,0.0,7.5947752845449745,11,5,8,17.0,1406.9602360926635
64471,charmingly,0.9521269963203146,1.6526154643292367e-05,,,,,1,0.00015734997981242985,0.0,8.767914225946095,11,11,6,17.0,1573.4997981242982
64482,notices,0.9142496120163359,3.269500353709773e-05,,,,,1,0.00029891394298664335,0.0,5.884129708403711,11,3,5,17.0,2989.1394298664336
64493,6-point,0.9530705405748524,1.4403272956651486e-05,,,,,1,0.00013727335142842988,0.0,8.29134132404536,11,7,6,17.0,1372.7335142842985
64504,dicerolls,0.7482266292744817,3.399730327166833e-05,,,,,1,0.000254376876313827,0.0,6.20137297314211,11,4,4,17.0,2543.7687631382705
64515,tricksy,1.1465998324535929,1.0396658957290396e-05,,,,,1,0.00011920807418506314,0.0,8.382143413778389,11,9,6,17.0,1192.0807418506315
64526,frak,0.7993009028743636,2.5876973921056145e-05,,,,,1,0.0002068348861875654,0.0,8.613173852277988,11,11,6,17.0,2068.3488618756533
64537,conferences,0.7402084465324902,3.587917442982015e-05,,,,,1,0.0002655806796756542,0.0,5.3350064691524,11,3,6,17.0,2655.806796756541
64548,untouchable,0.85004736707892,2.2259881742007728e-05,,,,,1,0.0001892195386628179,0.0,7.569363200960673,11,5,5,17.0,1892.1953866281792
64559,time-based,1.359076223727108,1.1391366801286195e-05,,,,,1,0.00015481735775382393,0.0,7.654013054573323,11,5,6,17.0,1548.1735775382388
64570,'wrong',0.9988280621026504,1.8840821420649977e-05,,,,,1,0.00018818741148009927,0.0,6.740353008724637,11,4,6,17.0,1881.8741148009926
64581,wasn´t,0.5140592586439924,0.00014068284302248254,,,,,1,0.0007231931798806653,0.0,3.9176001254231285,11,3,5,17.0,7231.931798806654
64592,nancy,0.6745284424233347,3.744038921909859e-05,,,,,1,0.0002525460742368198,0.0,6.90291564887486,11,3,6,17.0,2525.460742368199
64603,1920's,0.5985651663483624,2.5998651233822088e-05,,,,,1,0.0001556188700060578,0.0,10.145913140951679,11,11,6,17.0,1556.188700060578
64614,inversely,0.9377662363825324,2.509615923043291e-05,,,,,1,0.00023534330789179816,0.0,6.258524591276734,11,5,5,17.0,2353.433078917982
64625,unpretentious,0.7593021958364682,2.083561664915025e-05,,,,,1,0.00015820529473306661,0.0,6.423730228105121,11,4,7,17.0,1582.0529473306658
64636,writings,1.0192460505027705,1.5303257752016842e-05,,,,,1,0.0001559778502356907,0.0,8.65322857552417,11,11,4,17.0,1559.7785023569072
64647,phenominal,0.84309928063535,2.0305829944403515e-05,,,,,1,0.00017119830618830354,0.0,8.972940350288377,11,11,6,17.0,1711.983061883035
64658,outsmarting,0.8023970179288149,1.4581238708953933e-05,,,,,1,0.00011699942457772839,0.0,8.534202142082298,11,10,7,17.0,1169.9942457772838
64669,springing,1.0508837086377083,1.7509015260654056e-05,,,,,1,0.0001839993889171037,0.0,7.2539519325858075,11,4,6,17.0,1839.993889171037
64680,latched,0.6687744654964899,2.9316440893829907e-05,,,,,1,0.00019606087089030536,0.0,7.175962117440511,11,5,5,17.0,1960.6087089030532
64691,set's,0.5550462056166064,6.672923523892486e-05,,,,,1,0.000370378088230632,0.0,5.133565288602083,11,3,5,17.0,3703.7808823063187
64702,witnessing,0.8374873188902282,1.920220444112915e-05,,,,,1,0.00016081602714183285,0.0,8.264441673819574,11,6,6,17.0,1608.1602714183284
64713,inflexible,0.6287326433139697,7.131577591398052e-05,,,,,1,0.0004483855630038371,0.0,3.759616860876737,11,2,7,17.0,4483.85563003837
64724,moscow,0.9614492905841784,1.9754397213530528e-05,,,,,1,0.00018992851186867,0.0,7.058635290727653,11,5,5,17.0,1899.2851186867001
64735,four-,0.6290437596589384,3.4085677218927634e-05,,,,,1,0.00021441382548315264,0.0,5.689713569303037,11,3,6,17.0,2144.1382548315264
64746,telegraph,0.8998138370089871,2.2429901335811e-05,,,,,1,0.00020182735584709093,0.0,6.828551431090119,11,5,5,17.0,2018.273558470909
64757,treaty,0.5394572237593851,0.00014571959493989454,,,,,1,0.0007860948813361763,0.0,3.3287338830841167,11,2,6,17.0,7860.948813361764
64768,over-complicate,0.8872075612078077,1.2861457372404255e-05,,,,,1,0.0001141078222894896,0.0,9.053044895306753,11,10,6,17.0,1141.078222894896
64779,friendliness,1.1217600465595556,1.936975871087044e-05,,,,,1,0.00021728221433353384,0.0,7.156703864147,11,4,5,17.0,2172.8221433353383
64790,112014,1.1931363919123923,1.2289156830989952e-05,,,,,1,0.00014662640240972885,0.0,7.68431663489738,11,9,6,17.0,1466.2640240972885
64801,calculates,0.8314662937806471,1.5391031166059458e-05,,,,,1,0.00012797123641105889,0.0,9.065418669452061,11,11,7,17.0,1279.7123641105884
64812,imitated,0.8173526167576836,1.4992181410099975e-05,,,,,1,0.00012253898706451112,0.0,9.238175755936423,11,11,6,17.0,1225.3898706451112
64823,shub-niggurath,0.9856527846198948,2.279410139934075e-05,,,,,1,0.00022467069517168446,0.0,6.471830867722045,11,5,5,17.0,2246.7069517168447
64834,detroit,0.923245678464792,1.318421559479479e-05,,,,,1,0.00012172270071842406,0.0,9.186521378318425,11,10,5,17.0,1217.2270071842408
64845,edo,0.9337769207601008,1.7973836516706e-05,,,,,1,0.00016783553716815186,0.0,7.0652115631407,11,4,6,17.0,1678.3553716815184
64856,logs,0.5022385108581858,7.327389017631702e-05,,,,,1,0.0003680096948693971,0.0,4.429643175233505,11,2,7,17.0,3680.096948693971
64867,smugglers,0.797354631471968,2.2041086324203907e-05,,,,,1,0.00017574562263277438,0.0,9.054888360698437,11,11,4,17.0,1757.4562263277446
64878,digested,1.0074005630513712,1.2845283743350235e-05,,,,,1,0.00012940346075605654,0.0,9.031945122595353,11,9,6,17.0,1294.0346075605655
64889,laura,0.7292225577294251,1.8198209027462207e-05,,,,,1,0.00013270544533100704,0.0,9.440979355125183,11,11,6,17.0,1327.0544533100706
64900,update2,1.1313901062217582,2.68818723691922e-05,,,,,1,0.000304138844352201,0.0,8.54670540238123,11,7,4,38.0,3041.38844352201
64911,pummeled,1.7129671929955408,2.990874337738068e-05,,,,,1,0.0005123269618917574,0.0,6.090097047782122,11,3,3,38.0,5123.269618917576
64922,immediatly,1.508228853904666,2.746502447503975e-05,,,,,1,0.00041423542386452805,0.0,7.590158033273899,11,10,3,38.0,4142.35423864528
64933,writes,0.8558488113293949,6.906796745140972e-05,,,,,1,0.0005911173784422635,0.0,5.392518423329027,11,2,4,38.0,5911.173784422635
64944,raven,1.1507317457867627,3.3024940475829905e-05,,,,,1,0.0003800284740825569,0.0,8.296677785917753,11,10,6,38.0,3800.2847408255684
64955,woke,0.9363338356275048,8.442653966897809e-05,,,,,1,0.0007905142571701195,0.0,4.750158766517412,11,2,4,38.0,7905.142571701195
64966,smidgen,0.8829452839721215,3.254875182798618e-05,,,,,1,0.00028738766925699363,0.0,7.494002700484869,11,7,6,38.0,2873.8766925699365
64977,presume,0.8649755947827652,0.00010839069595237835,,,,,1,0.0009375530670032633,0.0,4.2176073358264645,11,3,2,38.0,9375.530670032636
64988,strenght,1.1018346375567347,3.1661854803980373e-05,,,,,1,0.00034886128312317676,0.0,8.838991454800697,11,11,4,38.0,3488.6128312317687
64999,rad,1.1395128799609018,2.982520446699137e-05,,,,,1,0.0003398620463760409,0.0,8.284891345529159,11,10,5,38.0,3398.6204637604087
